,implemented fields,missing fields,clusters
googleapis.com:dns,11,4,1
googleapis.com:doubleclickbidmanager,11,4,1
googleapis.com:doubleclicksearch,11,4,1
googleapis.com:drive,11,4,1
googleapis.com:firebasedynamiclinks,11,4,1
googleapis.com:firebaseremoteconfig,10,5,1
googleapis.com:firebaserules,11,4,1
googleapis.com:firestore,11,4,1
googleapis.com:fitness,11,4,1
googleapis.com:fusiontables,11,4,1
googleapis.com:games,11,4,1
googleapis.com:gamesConfiguration,11,4,1
googleapis.com:gamesManagement,11,4,1
googleapis.com:genomics,11,4,1
googleapis.com:gmail,11,4,1
googleapis.com:groupsmigration,12,3,0
googleapis.com:groupssettings,11,4,1
googleapis.com:iam,11,4,1
googleapis.com:identitytoolkit,11,4,1
googleapis.com:kgsearch,10,5,1
googleapis.com:language,11,4,1
googleapis.com:licensing,11,4,1
googleapis.com:logging,11,4,1
googleapis.com:manufacturers,11,4,1
googleapis.com:mirror,11,4,1
googleapis.com:ml,11,4,1
googleapis.com:monitoring,11,4,1
googleapis.com:oauth2,11,4,1
googleapis.com:oslogin,11,4,1
googleapis.com:pagespeedonline,9,6,2
googleapis.com:partners,10,5,1
googleapis.com:people,11,4,1
googleapis.com:playcustomapp,12,3,0
googleapis.com:playmoviespartner,11,4,1
googleapis.com:plus,11,4,1
googleapis.com:plusDomains,11,4,1
googleapis.com:poly,10,5,1
googleapis.com:prediction,11,4,1
googleapis.com:proximitybeacon,11,4,1
googleapis.com:pubsub,11,4,1
googleapis.com:qpxExpress,10,5,1
googleapis.com:replicapool,11,4,1
googleapis.com:replicapoolupdater,11,4,1
googleapis.com:reseller,11,4,1
googleapis.com:resourceviews,11,4,1
googleapis.com:runtimeconfig,11,4,1
googleapis.com:safebrowsing,10,5,1
googleapis.com:script,11,4,1
googleapis.com:searchconsole,10,5,1
googleapis.com:serviceconsumermanagement,11,4,1
googleapis.com:servicecontrol,11,4,1
googleapis.com:servicemanagement,11,4,1
googleapis.com:serviceusage,11,4,1
googleapis.com:serviceuser,11,4,1
googleapis.com:sheets,11,4,1
googleapis.com:siteVerification,11,4,1
googleapis.com:slides,11,4,1
googleapis.com:sourcerepo,11,4,1
googleapis.com:spanner,11,4,1
googleapis.com:spectrum,10,5,1
googleapis.com:speech,11,4,1
googleapis.com:sqladmin,11,4,1
googleapis.com:storage,11,4,1
googleapis.com:storagetransfer,11,4,1
googleapis.com:streetviewpublish,11,4,1
googleapis.com:surveys,10,5,1
googleapis.com:tagmanager,11,4,1
googleapis.com:taskqueue,11,4,1
googleapis.com:tasks,11,4,1
googleapis.com:testing,11,4,1
googleapis.com:toolresults,11,4,1
googleapis.com:tpu,11,4,1
googleapis.com:tracing,11,4,1
googleapis.com:translate,11,4,1
googleapis.com:urlshortener,11,4,1
googleapis.com:vault,11,4,1
googleapis.com:videointelligence,11,4,1
googleapis.com:vision,11,4,1
googleapis.com:webfonts,10,5,1
googleapis.com:webmasters,11,4,1
googleapis.com:youtube,11,4,1
googleapis.com:youtubeAnalytics,11,4,1
googleapis.com:youtubereporting,11,4,1
gov.bc.ca:bcdc,11,4,1
gov.bc.ca:bcgnws,9,6,2
gov.bc.ca:geocoder,9,6,2
gov.bc.ca:geomark,8,7,2
gov.bc.ca:jobposting,8,7,2
gov.bc.ca:news,10,5,1
gov.bc.ca:open511,9,6,2
gov.bc.ca:router,11,4,1
graphhopper.com,11,4,1
greenpeace.org,9,6,2
gsa.gov,7,8,2
hackathonwatch.com,8,7,2
haloapi.com:metadata,9,6,2
haloapi.com:profile,8,7,2
haloapi.com:stats,9,6,2
haloapi.com:ugc,9,6,2
healthcare.gov,9,6,2
hetras-certification.net:booking,8,7,2
hetras-certification.net:hotel,8,7,2
hhs.gov,9,6,2
highwaysengland.co.uk,9,6,2
hsbc.com,8,7,2
icons8.com,8,7,2
idtbeyond.com,9,6,2
ijenko.net,13,2,0
illumidesk.com,10,5,1
import.io:data,10,5,1
import.io:extraction,11,4,1
import.io:rss,11,4,1
import.io:run,12,3,0
import.io:schedule,12,3,0
inboxroute.com,12,3,0
infermedica.com,9,6,2
instagram.com,11,4,1
instawell.com,9,6,2
iqualify.com,12,3,0
isbndb.com,8,7,2
isendpro.com,7,8,2
iva-api.com,10,5,1
je-apis.com,8,7,2
jirafe.com,11,4,1
jumpseller.com,10,5,1
just-eat.co.uk,7,8,2
koomalooma.com,11,4,1
kubernetes.io,8,7,2
landregistry.gov.uk:deed,8,7,2
launchdarkly.com,13,2,0
learnifier.com,8,7,2
letmc.com:basic-tier,8,7,2
letmc.com:customer,8,7,2
letmc.com:diary,8,7,2
letmc.com:free-tier,9,6,2
letmc.com:maintenance,9,6,2
letmc.com:reporting,9,6,2
link.fish,10,5,1
loganalytics.io:operationalinsights-OperationalInsights,12,3,0
lotadata.com,10,5,1
lufthansa.com:partner,9,6,2
lufthansa.com:public,10,5,1
lyft.com,13,2,0
magento.com,8,7,2
magick.nu,8,7,2
mandrillapp.com,9,6,2
mashape.com:geodb,12,3,0
mcw.edu,10,5,1
medium.com,10,5,1
miataru.com,9,6,2
microsoft.com:cognitiveservices-CustomSearch,11,4,1
microsoft.com:cognitiveservices-EntitySearch,11,4,1
microsoft.com:cognitiveservices-ImageSearch,11,4,1
microsoft.com:cognitiveservices-NewsSearch,11,4,1
microsoft.com:cognitiveservices-Prediction,9,6,2
microsoft.com:cognitiveservices-SpellCheck,12,3,0
microsoft.com:cognitiveservices-Training,8,7,2
microsoft.com:cognitiveservices-VideoSearch,11,4,1
microsoft.com:cognitiveservices-WebSearch,11,4,1
moonmoonmoonmoon.com,7,8,2
motaword.com,11,4,1
mozilla.com:kinto,9,6,2
nativeads.com,7,8,2
naviplancentral.com:factfinder,8,7,2
naviplancentral.com:plan,8,7,2
nba.com,7,8,2
neowsapp.com,10,5,1
netatmo.net,12,3,0
netlicensing.io,10,5,1
netlify.com,12,3,0
neutrinoapi.com,10,5,1
nfusionsolutions.biz,10,5,1
noosh.com,10,5,1
npr.org,13,2,0
nrel.gov:building-case-studies,10,5,1
nrel.gov:transportation-incentives-laws,10,5,1
nsidc.org,7,8,2
nytimes.com:archive,11,4,1
nytimes.com:article_search,11,4,1
nytimes.com:books_api,11,4,1
nytimes.com:community,11,4,1
nytimes.com:geo_api,11,4,1
nytimes.com:most_popular_api,12,3,0
nytimes.com:movie_reviews,11,4,1
nytimes.com:semantic_api,11,4,1
nytimes.com:times_tags,10,5,1
nytimes.com:timeswire,11,4,1
nytimes.com:top_stories,11,4,1
o2.cz:mobility,9,6,2
o2.cz:sociodemo,9,6,2
oceandrivers.com,8,7,2
omdbapi.com,11,4,1
openapi-converter.herokuapp.com,11,4,1
openbanking.org.uk,8,7,2
opencagedata.com,10,5,1
opendatasoft.com,12,3,0
openfintech.io,10,5,1
openstf.io,11,4,1
opentargets.io,9,6,2
orghunter.com,9,6,2
osf.io,7,8,2
osisoft.com,8,7,2
owler.com,11,4,1
oxforddictionaries.com,9,6,2
paccurate.io,8,7,2
pandorabots.com,9,6,2
passwordutility.net,8,7,2
patientview.org,9,6,2
paylocity.com,10,5,1
payments.service.gov.uk:payments,8,7,2
payrun.io,10,5,1
peel-ci.com,8,7,2
personio.de:authentication,9,6,2
personio.de:personnel,10,5,1
phila.gov:pollingplaces,8,7,2
polygon.io,9,6,2
postmarkapp.com:account,10,5,1
postmarkapp.com:server,10,5,1
posty-api.herokuapp.com,8,7,2
ptv.vic.gov.au,8,7,2
qualpay.com,11,4,1
quotes.rest,9,6,2
rbaskets.in,11,4,1
rebilly.com,14,1,0
receptive.io,11,4,1
refugerestrooms.org,8,7,2
reverb.com,11,4,1
ritc.io,10,5,1
ritekit.com,7,8,2
roaring.io,8,7,2
rottentomatoes.com,13,2,0
rummblelabs.com,7,8,2
runscope.com,12,3,0
salesloft.com,8,7,2
schooldigger.com,8,7,2
scrapewebsite.email,8,7,2
selectpdf.com,9,6,2
semantria.com,10,5,1
sendgrid.com,10,5,1
shipstation.com,7,8,2
simplyrets.com,10,5,1
slack.com,10,5,1
slicebox.local,10,5,1
slideroom.com,7,8,2
smart-me.com,7,8,2
solarvps.com,9,6,2
spectrocoin.com,10,5,1
spinbot.net,12,3,0
spinitron.com,11,4,1
spotify.com,11,4,1
squareup.com,10,5,1
stackexchange.com,9,6,2
staging-ecotaco.com,7,8,2
statsocial.com,11,4,1
stoplight.io,11,4,1
storecove.com,12,3,0
stripe.com,8,7,2
surrey.ca:open511,8,7,2
surrey.ca:trafficloops,8,7,2
swagger.io:generator,8,7,2
swaggerhub.com,9,6,2
synq.fm,9,6,2
taggun.io,9,6,2
taxamo.com,11,4,1
taxrates.io,10,5,1
tfl.gov.uk,8,7,2
thenounproject.com,9,6,2
thesmsworks.co.uk,10,5,1
thetvdb.com,12,3,0
traccar.org,12,3,0
transavia.com,10,5,1
trello.com,10,5,1
turbinelabs.io,11,4,1
tvmaze.com,11,4,1
twilio.com,9,6,2
twinehealth.com,11,4,1
twitter.com,6,9,2
tyk.com,6,9,2
uebermaps.com,9,6,2
vatapi.com,10,5,1
versioneye.com,8,7,2
vestorly.com,10,5,1
victorops.com,11,4,1
visagecloud.com,8,7,2
vocadb.net,6,9,2
voodoomfg.com,10,5,1
waag.org,8,7,2
watchful.li,9,6,2
waterlinked.com,9,6,2
wavecell.com,9,6,2
wealthport.com,9,6,2
weatherbit.io,8,7,2
weber-gesamtausgabe.de,10,5,1
whapi.com:accounts,12,3,0
whapi.com:bets,12,3,0
whapi.com:locations,12,3,0
whapi.com:numbers,11,4,1
whapi.com:sessions,10,5,1
whapi.com:sportsdata,10,5,1
who-hosts-this.com,10,5,1
wikimedia.org,9,6,2
windows.net:batch-BatchService,9,6,2
windows.net:graphrbac,11,4,1
winning.email,12,3,0
winsms.co.za,11,4,1
wmata.com:bus-realtime,8,7,2
wmata.com:bus-route,8,7,2
wmata.com:incidents,8,7,2
wmata.com:rail-realtime,8,7,2
wmata.com:rail-station,8,7,2
wordassociations.net,11,4,1
wordnik.com,11,4,1
wowza.com,14,1,0
wso2apistore.com:transform,7,8,2
xero.com,12,3,0
xkcd.com,9,6,2
yunbi.com,8,7,2
zalando.com,9,6,2
zappiti.com,9,6,2
zoom.us,14,1,0
zoomconnect.com,10,5,1
zuora.com,11,4,1
